,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6625,13.8,0,0.064195136,6,75.8012,2004,2,1,0,1138.518
6626,6.115,0,0.007055292,14,188.653,1999,1,0,0,3605.307
6633,11.5,1,0.171050595,13,126.3704,2004,2,1,0,3880.2824
6634,14.65,1,0,7,54.9614,1999,1,0,0,552.614
6635,8.89,1,0.005496816,5,102.8016,2009,1,2,1,1012.016
6638,7.405,1,0.015295536,3,89.7146,1999,1,0,0,547.2876
6639,5.98,1,0.043526599,6,148.4418,1987,0,2,0,2354.2688
6645,9.285,0,0,13,161.5578,1997,2,0,0,4653.2762
6648,9.3,1,0.043033346,6,89.4172,1999,1,0,0,1159.8236
6649,13.85,1,0.034570357,7,117.4492,1997,2,0,0,3243.7776
6651,11.15,0,0.105471384,0,105.8648,1999,1,0,0,1973.4312
6652,16.7,0,0.042610897,4,117.2782,2004,2,1,0,715.0692
6653,17,1,0.126758324,9,124.5362,2009,1,2,1,1132.5258
6654,7.365,1,0.042524835,6,228.372,1987,0,2,0,4527.44
6655,16.5,1,0.073813788,3,207.2638,2004,2,1,0,5383.6588
6659,7.905,1,0.010012319,13,250.4408,1997,2,0,0,3004.0896
6660,13.65,0,0.184454044,3,211.4902,1999,1,0,0,4035.4138
6661,17.6,1,0.105042025,13,163.8868,1999,1,0,0,3111.9492
6662,15.5,1,0.053589594,14,44.177,2009,1,2,1,173.108
6663,17.25,0,0.125734578,2,41.748,2009,1,2,1,199.74
6665,7.81,0,0.03412912,13,165.1158,2009,1,2,1,1838.2738
6666,20.2,1,0.100319317,9,188.6898,2009,1,2,1,3367.6164
6668,10.3,0,0.030569229,6,113.1176,1997,2,0,0,4695.2216
6669,4.635,1,0.14086247,1,126.4994,2004,2,1,0,1670.4922
6675,5.15,0,0.06112617,10,122.5388,1987,0,2,0,371.5164
6677,18,1,0.03901099,13,147.7418,1997,2,0,0,4119.9704
6681,8.21,1,0.010781158,7,149.9392,1999,1,0,0,1938.8096
6682,7.81,1,0.067730081,14,242.6486,2009,1,2,1,2199.1374
6683,12.15,1,0.018410515,5,252.1698,1997,2,0,0,2283.0282
6686,7.365,1,0.160216552,13,93.512,1999,1,0,0,1677.816
6687,9.5,0,0.048676324,15,187.7898,2004,2,1,0,2057.9878
6689,5.73,1,0.045556681,14,85.3882,2009,1,2,1,1288.323
6690,15.1,1,0.076193763,0,89.783,1999,1,0,0,2247.075
6691,6.765,0,0.087187488,5,105.5306,1987,0,2,0,1567.959
6692,14.85,0,0.035311852,6,160.9578,1999,1,0,0,4813.734
6693,6.11,0,0.103080901,6,131.2968,1999,1,0,0,1957.452
6697,6.785,0,0.022974812,13,208.7928,1997,2,0,0,5890.9984
6700,15.6,1,0.081036436,0,112.3544,1987,0,2,0,2572.6512
6702,9.195,0,0.047081398,5,51.1666,1987,0,2,0,1179.1318
6703,9.8,1,0.047260402,0,102.8016,1999,1,0,0,1922.8304
6705,21.25,1,0.156012631,13,177.337,2009,1,2,1,2822.992
6707,20.25,0,0.07614605,4,197.0794,2004,2,1,0,4681.9056
6710,18,1,0.008575615,0,80.2618,2009,1,2,1,644.4944
6711,7.02,1,0.081096635,6,148.4734,1987,0,2,0,3563.3616
6713,8.68,1,0.008834023,5,100.0384,2004,2,1,0,2266.3832
6714,21.2,0,0.007069662,15,175.7738,2009,1,2,1,1911.5118
6717,16.25,1,0.025776994,6,169.9474,1999,1,0,0,2863.6058
6718,11.5,1,0.020960615,8,133.2942,1987,0,2,0,2649.884
6720,13.15,1,0.020715913,1,83.5566,1997,2,0,0,1268.349
6723,12.8,1,0.069605676,15,261.9252,2004,2,1,0,4984.1788
6726,9.3,0,0.01404119,13,199.1084,1999,1,0,0,396.8168
6729,19.7,0,0.08073703,0,197.011,1997,2,0,0,3338.987
6730,14.5,0,0,6,169.6448,2004,2,1,0,2045.3376
6731,10,1,0.089152528,8,147.7102,1997,2,0,0,437.4306
6732,7.945,1,0.015863075,13,161.821,1987,0,2,0,2446.815
6733,20.35,0,0.151308326,10,81.7276,1999,1,0,0,2030.69
6734,15.85,0,0.121609722,0,60.222,2004,2,1,0,539.298
6735,16.85,0,0.023135131,13,44.8428,1987,0,2,0,703.0848
6736,11.5,1,0.017714096,8,132.9626,2009,1,2,1,1442.7886
6737,11.1,1,0,0,156.4604,1999,1,0,0,2376.906
6738,6.635,1,0.027069402,9,174.9396,1997,2,0,0,1744.396
6739,7.81,0,0.055226755,3,123.1046,1997,2,0,0,871.5322
6740,9.395,1,0.040124625,11,85.1908,2009,1,2,1,1342.2528
6741,7,1,0.151376958,3,108.228,2004,2,1,0,1171.808
6742,6.71,1,0.03558013,1,217.5166,2004,2,1,0,4572.0486
6743,15.75,1,0.166513779,4,38.0506,2009,1,2,1,265.6542
6745,9.5,1,0.085223447,7,189.2872,1999,1,0,0,6050.7904
6748,13.35,0,0.149338159,13,178.666,2004,2,1,0,1797.66
6749,11.1,1,0.044823438,13,174.2054,1997,2,0,0,1926.1594
6750,15,0,0.02681843,0,219.7456,1987,0,2,0,3094.6384
6751,14.8,0,0.04407225,1,109.057,2009,1,2,1,1428.141
6752,19.1,0,0.025872153,6,145.7418,1997,2,0,0,882.8508
6753,6.825,1,0.059835659,8,264.3226,2004,2,1,0,4229.1616
6755,17.35,0,0.027653795,3,88.0856,1999,1,0,0,1318.284
6756,9.8,1,0.04714777,0,102.4016,1987,0,2,0,1720.4272
6758,18.6,1,0.152294691,2,98.9358,1999,1,0,0,1508.037
6759,7.27,1,0.071064499,14,114.4518,2004,2,1,0,1366.2216
6760,12.6,0,0.041726942,6,122.0072,2009,1,2,1,1470.0864
6762,12.65,1,0.042211119,9,108.6938,1997,2,0,0,1393.5194
6764,17.5,1,0.015557426,6,184.7266,2004,2,1,0,2213.1192
6765,8.06,1,0.021409913,2,229.7326,1999,1,0,0,6930.978
6766,12.1,1,0.015497337,9,165.5526,2009,1,2,1,3453.5046
6768,17.2,0,0.012030747,3,166.6184,1999,1,0,0,1155.8288
6770,5.94,0,0.029372367,1,186.7556,1997,2,0,0,3942.8676
6771,16.7,1,0.070096518,4,217.885,1987,0,2,0,3894.93
6772,7.39,1,0.120258245,11,141.547,2004,2,1,0,2290.352
6773,20.7,0,0.079281476,0,100.1042,2004,2,1,0,892.8378
6777,20.2,0,0.117839328,0,195.211,2009,1,2,1,2356.932
6780,17.75,0,0.156701315,4,240.7538,1987,0,2,0,4566.7222
6783,20.75,1,0.089243789,2,192.0478,2004,2,1,0,4649.9472
6784,12.5,0,0.073721115,3,85.6198,2004,2,1,0,610.5386
6785,5.325,0,0.138679995,4,53.7298,1997,2,0,0,862.8768
6787,16.75,1,0,6,255.3988,1997,2,0,0,4625.9784
6788,16,1,0.040911824,13,141.2496,1987,0,2,0,3387.5904
6789,13.35,0,0.149974858,13,179.766,2009,1,2,1,5932.278
6791,10.65,0,0.085482761,13,231.4668,2009,1,2,1,3225.1352
6793,9.395,1,0.099101845,13,105.828,2004,2,1,0,1704.448
6794,19.6,1,0.025281802,8,152.0024,2004,2,1,0,2884.2456
6795,14.1,1,0.125675936,6,86.9198,1987,0,2,0,1133.8574
6799,7.51,1,0.017425784,6,227.901,2004,2,1,0,459.402
6800,17.25,1,0.035118834,4,93.412,1999,1,0,0,932.12
6801,5.785,0,0.054066567,6,87.0856,2009,1,2,1,1406.1696
6803,6.26,0,0.009883257,10,149.8366,1999,1,0,0,1964.7758
6807,13.65,0,0.078909166,4,186.724,1999,1,0,0,4474.176
6808,20.1,1,0.077769768,8,63.0536,2009,1,2,1,980.0576
6809,12.6,0,0.021951613,6,250.9092,1987,0,2,0,4731.1748
6810,20.85,1,0.097770004,15,222.8746,1999,1,0,0,3589.9936
6812,15.6,1,0.066726133,11,185.8924,1997,2,0,0,3516.7556
6815,16.35,1,0.032671446,10,165.4842,2009,1,2,1,1492.0578
6816,14.15,1,0.095378221,14,170.5106,1997,2,0,0,2395.5484
6817,12.1,1,0,14,145.1444,1987,0,2,0,3338.3212
6819,8.51,1,0.016135764,9,195.6478,1999,1,0,0,4262.4516
6820,17,1,0.126220187,9,126.7362,2004,2,1,0,1258.362
6822,9,1,0.065350715,13,175.437,1999,1,0,0,3175.866
6824,19.5,0,0.030742083,3,85.554,1999,1,0,0,1211.756
6826,16.7,0,0.038496166,13,147.5102,1987,0,2,0,5540.7876
6827,19,1,0.017746826,8,210.8244,1999,1,0,0,2540.6928
6828,12.3,1,0.111274591,0,35.0874,1997,2,0,0,458.7362
6830,14.15,1,0.183472595,14,82.0276,2004,2,1,0,1624.552
6832,10.395,1,0.030281543,0,116.3176,2009,1,2,1,1259.6936
6834,15.85,0,0.061190964,10,47.1744,1999,1,0,0,996.0368
6835,10.195,1,0.107307677,13,149.8076,1987,0,2,0,2217.114
6837,6.57,1,0.066338717,7,261.4278,2009,1,2,1,4165.2448
6841,13.1,1,0.075056542,4,76.0354,1999,1,0,0,601.8832
6844,20.6,0,0.047896393,6,185.8556,1987,0,2,0,1689.8004
6845,15.2,1,0.021240491,3,216.9824,1999,1,0,0,4804.4128
6848,6.03,1,0.022796178,4,178.1028,2009,1,2,1,1416.8224
6850,18.85,1,0.016132592,8,130.2626,1999,1,0,0,3016.7398
6851,7.68,1,0.152429537,8,85.5224,1987,0,2,0,1278.336
6853,13.1,1,0.020903193,4,119.2782,1999,1,0,0,3098.6332
6854,10.1,1,0.054853377,8,198.6084,2009,1,2,1,2182.4924
6857,14.6,0,0.042923071,6,109.8254,1987,0,2,0,1627.881
6858,11.1,0,0.036174285,5,176.0712,2009,1,2,1,1581.9408
6860,8.63,0,0.028320655,3,172.5422,1999,1,0,0,2241.7486
6861,9.6,1,0,9,163.9184,2004,2,1,0,4293.0784
6863,19.35,0,0.039990314,14,165.0868,1999,1,0,0,982.7208
6865,12.15,1,0.062541552,15,34.3532,2009,1,2,1,251.6724
6866,8.195,1,0.031403441,0,93.8462,1997,2,0,0,647.8234
6868,7.475,1,0.149125615,6,241.6854,2009,1,2,1,6042.135
6870,6.385,1,0.083768522,7,109.8596,1987,0,2,0,3235.788
6872,18.5,0,0.062205112,5,148.3418,1987,0,2,0,1765.7016
6874,7.93,1,0.071425647,8,45.9086,2009,1,2,1,1070.6064
6877,12.35,0,0.158337479,10,157.9946,1987,0,2,0,3313.6866
6878,14,1,0.030140981,6,216.0192,1999,1,0,0,2588.6304
6879,9.6,1,0.024515221,8,189.2214,1999,1,0,0,3956.8494
6880,14,0,0.105125569,5,143.2812,2004,2,1,0,3277.0676
6881,8.89,1,0.00547348,5,100.5016,2004,2,1,0,1315.6208
6884,7.05,0,0.055548003,1,225.3088,2004,2,1,0,5816.4288
6885,17.1,1,0.128614205,6,111.6886,1999,1,0,0,1556.6404
6887,19.7,1,0.066879757,13,174.437,1987,0,2,0,1587.933
6888,16.1,0,0.160379061,5,33.6558,2009,1,2,1,203.7348
6891,17.6,0,0.053397642,15,46.706,2009,1,2,1,699.09
6893,15.5,0,0.075688032,0,262.9568,1987,0,2,0,1845.5976
6894,9.395,1,0.045340279,13,85.025,1999,1,0,0,2080.625
6895,16.1,1,0.100149459,6,78.4328,1987,0,2,0,1158.492
6897,9.6,1,0.036341539,6,142.9154,1999,1,0,0,3261.7542
6898,14.1,1,0.087920675,4,228.5668,1987,0,2,0,1151.834
6901,7.42,1,0.020423549,13,249.0092,1999,1,0,0,2988.1104
6904,9.285,0,0.021002641,13,161.1578,2004,2,1,0,4011.445
6905,7.855,0,0,4,220.1482,2009,1,2,1,4600.0122
6907,12.85,1,0.033220169,6,196.6768,1997,2,0,0,2759.0752
6908,13.8,1,0.141234932,4,263.7884,1987,0,2,0,5564.7564
6910,10.8,1,0.049709624,6,246.8144,2004,2,1,0,2450.144
6911,14.3,0,0.065153295,6,88.4856,1987,0,2,0,1406.1696
6912,9.8,0,0.015087112,10,250.1408,2004,2,1,0,4005.4528
6916,10,1,0.073493831,8,118.344,1999,1,0,0,1797.66
6919,9.3,1,0.044624064,9,245.4802,1987,0,2,0,3193.8426
6922,8.01,1,0.070189131,7,37.9532,1987,0,2,0,826.9236
6923,15,1,0.119374946,13,229.3694,2009,1,2,1,5024.1268
6924,13.35,1,0.065215312,0,93.4804,2009,1,2,1,1102.5648
6927,10.5,1,0.048009081,7,157.0946,2004,2,1,0,2209.1244
6929,17,0,0.026568875,3,142.047,1997,2,0,0,3149.234
6930,9.3,1,0.111127966,1,63.1826,1987,0,2,0,2002.0606
6931,15.7,1,0.03723211,14,183.1634,1997,2,0,0,5634.6654
6932,15.75,1,0.140603316,7,252.8382,1997,2,0,0,6308.455
6934,14.5,0,0.063962842,1,263.1594,1999,1,0,0,2616.594
6938,14.5,0,0,13,159.3262,2004,2,1,0,2864.2716
6940,18,1,0.019465205,8,128.6994,2009,1,2,1,2441.4886
6941,6.615,0,0.091895319,3,248.6408,1987,0,2,0,3504.7712
6944,19.1,1,0.092060694,11,183.7608,1999,1,0,0,4777.7808
6949,18.35,0,0.094296835,6,84.3882,1997,2,0,0,1116.5466
6951,7.63,0,0.134684292,13,47.0402,2004,2,1,0,1470.0864
6956,5.5,1,0.047059016,11,100.1016,1987,0,2,0,2125.2336
6957,7.59,0,0.14526636,6,172.908,1999,1,0,0,6231.888
6958,9.5,1,0.041851461,14,31.49,1987,0,2,0,466.06
6961,7.285,1,0.049954435,4,156.5288,2004,2,1,0,2356.932
6962,10.65,1,0.048762383,11,165.2526,1999,1,0,0,3946.8624
6964,12.8,1,0.075996742,6,97.141,1987,0,2,0,2799.689
6965,19.85,1,0,8,126.1704,2009,1,2,1,1877.556
6968,9.8,0,0.056339618,1,84.2908,1987,0,2,0,755.0172
6969,19.5,1,0.014262413,9,57.1614,1987,0,2,0,331.5684
6970,16.2,1,0.03338006,14,74.0696,1997,2,0,0,1416.8224
6971,17.6,0,0.016024651,1,44.0402,2004,2,1,0,597.2226
6973,18.85,1,0.167552202,9,193.1136,2004,2,1,0,2332.9632
6974,15.1,0,0.067181098,13,258.8304,1999,1,0,0,5424.9384
6975,17.35,1,0,11,79.2618,2009,1,2,1,966.7416
6977,20.7,1,0.021431134,0,157.0288,1997,2,0,0,2199.8032
6981,13.1,1,0.075563757,4,168.1158,2004,2,1,0,2005.3896
6982,12.15,1,0.018439138,5,254.7698,1999,1,0,0,5073.396
6987,15.1,1,0.055195461,6,216.1166,2004,2,1,0,5007.4818
6988,16.7,1,0.022065676,4,110.5886,1997,2,0,0,1556.6404
6992,14.3,0,0,6,89.8856,2009,1,2,1,1406.1696
6995,9.5,1,0.085020342,7,188.7872,1987,0,2,0,1701.7848
7000,14.6,0,0.043133816,6,109.7254,2009,1,2,1,651.1524
7001,14.3,0,0.049676157,10,212.4586,1997,2,0,0,3799.0548
7006,9.895,0,0.048738014,5,262.1278,1999,1,0,0,3904.917
7008,18.25,1,0.079342006,5,226.0062,1999,1,0,0,1805.6496
7009,4.635,1,0.140889111,1,127.0994,1997,2,0,0,1927.491
7010,18.5,0,0.062245149,5,145.8418,2004,2,1,0,5591.3884
7011,5.365,0,0.140811559,12,173.5764,2009,1,2,1,2061.3168
7012,6.095,1,0.08152738,11,140.3154,2009,1,2,1,1843.6002
7014,16.75,1,0.081446638,6,257.0988,1999,1,0,0,6424.97
7019,8.6,0,0,1,131.531,1999,1,0,0,2466.789
7020,17.6,1,0.041681059,14,164.2526,1999,1,0,0,1315.6208
7021,15.35,1,0.015676231,11,144.047,1997,2,0,0,286.294
7022,8.26,1,0.034397781,7,115.7834,2004,2,1,0,2073.3012
7023,6.57,1,0.096880574,9,191.482,1997,2,0,0,5020.132
7024,11.6,1,0.017817285,3,177.0686,2009,1,2,1,1422.1488
7026,12.15,1,0,11,254.904,1997,2,0,0,4048.064
7027,17.35,0,0.041439718,5,93.7804,1987,0,2,0,2848.2924
7028,7,1,0.151405587,3,107.728,1997,2,0,0,2024.032
7029,8.5,1,0.097803261,3,50.5324,1987,0,2,0,882.8508
7031,14.5,0,0.041313203,3,42.0454,1999,1,0,0,377.5086
7033,17.75,0,0.029700018,6,140.3838,1999,1,0,0,1404.838
7034,8.775,1,0,6,111.3228,1999,1,0,0,1436.7964
7036,15.2,1,0.019064377,13,238.2248,1999,1,0,0,3555.372
7037,20.5,1,0.020605032,6,91.083,1997,2,0,0,539.298
7041,18.25,1,0.060342304,15,165.9526,1999,1,0,0,1644.526
7043,8.6,1,0.032615377,8,142.9154,2004,2,1,0,992.7078
7044,10.3,0,0.024935297,0,172.0422,1999,1,0,0,3966.1706
7045,9.5,1,0.074345268,13,251.9724,1997,2,0,0,3523.4136
7046,9.3,1,0.042283454,7,125.4388,2004,2,1,0,3715.164
7051,11.6,1,0.038511676,4,57.7272,2004,2,1,0,503.3448
7052,9.695,0,0.047622786,5,246.2144,2009,1,2,1,3675.216
7053,12,1,0.07554831,0,121.9388,1997,2,0,0,3219.8088
7054,19,1,0.067447572,13,132.9626,1997,2,0,0,1967.439
7055,6.38,1,0.03187163,4,179.5344,1987,0,2,0,4103.9912
7058,5.695,0,0.06797671,1,257.4988,2009,1,2,1,3083.9856
7060,20.35,0,0.014813268,6,234.9958,1987,0,2,0,5842.395
7062,17.85,1,0.03781972,14,191.6188,2004,2,1,0,2475.4444
7064,14.6,1,0.025702994,9,199.9084,1997,2,0,0,2380.9008
7066,17.85,1,0,5,148.005,2009,1,2,1,898.83
7067,7.5,1,0.036204764,8,176.1028,1987,0,2,0,1948.1308
7073,9.6,1,0.051677051,13,258.062,2009,1,2,1,2856.282
7077,8.645,1,0.021619564,3,50.6982,1999,1,0,0,736.3748
7078,16,0,0.173027688,13,155.2972,1999,1,0,0,3583.3356
7079,6.155,0,0.095045476,10,213.456,2009,1,2,1,2556.672
7080,13.85,0,0.025891588,5,165.121,2004,2,1,0,2936.178
7085,15.5,0,0.075736746,0,265.5568,2004,2,1,0,4482.1656
7091,11.5,1,0.017638893,8,132.7626,2004,2,1,0,2885.5772
7092,21.25,1,0.01945343,13,120.8756,1999,1,0,0,1454.1072
7093,14.1,1,0.11326743,0,54.5956,1997,2,0,0,1037.3164
7096,7.895,0,0.094952408,2,101.1332,2009,1,2,1,1332.9316
7098,5.365,0,0.140123575,12,172.0764,1987,0,2,0,2748.4224
7101,7.5,1,0.036382524,8,177.9028,2009,1,2,1,1416.8224
7102,14.8,1,0,10,189.3846,1987,0,2,0,4777.115
7104,20.5,1,0.143506376,9,34.719,1999,1,0,0,768.999
7106,18,1,0.124428516,5,119.9124,2004,2,1,0,948.0992
7108,15,1,0.071312064,8,125.7362,1987,0,2,0,3020.0688
7109,20.1,0,0.022425236,6,226.3036,1997,2,0,0,910.8144
7110,11,0,0.133352623,3,219.7798,1999,1,0,0,2644.5576
7111,18.7,1,0.046079558,8,151.5682,2004,2,1,0,1982.0866
7113,15.15,0,0.066446521,5,147.976,2009,1,2,1,732.38
7114,14.1,1,0.066979957,13,196.7084,1999,1,0,0,3174.5344
7118,8.27,1,0.018813601,8,237.988,1997,2,0,0,7190.64
7120,8.615,1,0.116722514,6,95.4436,2009,1,2,1,567.2616
7122,9.8,1,0.013863257,14,45.106,1999,1,0,0,1398.18
7126,6.385,0,0.123710526,13,37.1874,1997,2,0,0,247.0118
7127,20.5,1,0.119547387,0,108.9596,1999,1,0,0,539.298
7128,16.85,0,0.079690403,13,113.4544,1997,2,0,0,2908.2144
7129,7.785,1,0.088691614,6,61.851,2004,2,1,0,1454.773
7134,5.175,1,0.037398953,3,84.2224,1997,2,0,0,852.224
7139,13.3,1,0.021306635,0,119.8124,1999,1,0,0,1896.1984
7140,16,0,0.116063284,6,59.1246,2009,1,2,1,753.0198
7145,12.5,1,0.071230537,15,128.102,2004,2,1,0,885.514
7146,8.39,0,0.024185517,5,115.7176,1987,0,2,0,1374.2112
7150,15.6,1,0.087719692,13,218.5798,1997,2,0,0,4407.596
7151,10.65,1,0.048677482,11,166.1526,2004,2,1,0,2466.789
7152,12.35,1,0.041907648,8,36.2216,2009,1,2,1,346.216
7153,6.035,0,0.065783783,0,188.224,1997,2,0,0,5779.144
7154,6.155,0,0.094807042,10,213.356,1999,1,0,0,3835.008
7155,16.75,1,0.128778474,1,89.1856,1987,0,2,0,1581.9408
7157,15.1,1,0.056067524,9,139.8496,2009,1,2,1,1270.3464
7158,21.25,1,0.114066204,8,233.03,2009,1,2,1,5592.72
7159,9.395,0,0.10039894,0,89.6856,1997,2,0,0,878.856
7160,17.6,1,0.097135675,4,89.3856,1987,0,2,0,1318.284
7162,13.15,0,0.165616415,6,172.6764,1999,1,0,0,2061.3168
7163,5.035,0,0,1,228.2036,1997,2,0,0,4781.7756
7170,5.26,0,0.02454694,1,95.7068,1999,1,0,0,1166.4816
7172,6.235,1,0.118674359,9,261.691,1997,2,0,0,3155.892
7173,11.8,0,0.057421582,10,149.9366,1997,2,0,0,1662.5026
7174,20.7,0,0.114022125,4,92.9436,1987,0,2,0,2174.5028
7175,13.6,1,0.010033871,9,177.937,2009,1,2,1,2293.681
7176,5.82,1,0.080765853,9,169.179,1999,1,0,0,2037.348
7177,7.76,1,0.05930285,13,98.77,1987,0,2,0,1697.79
7180,15.1,0,0.096020459,10,133.7942,1987,0,2,0,2384.8956
7181,7,1,0.15202235,3,106.628,2009,1,2,1,639.168
7185,18.35,1,0.03321399,4,154.934,1997,2,0,0,1225.072
7192,8.26,1,0.034544435,7,116.0834,2009,1,2,1,1267.0174
7193,10,1,0.073678663,8,120.944,2009,1,2,1,2037.348
7194,9,1,0.079668739,3,79.6644,2009,1,2,1,1571.288
7196,18.6,1,0.080434451,8,93.4436,1987,0,2,0,1701.7848
7197,15,1,0.044978225,8,140.8838,1999,1,0,0,2247.7408
7199,8.785,1,0.025967624,6,119.9414,1997,2,0,0,1462.0968
7200,8.77,0,0.046962004,6,173.8422,2009,1,2,1,3448.844
7203,17.5,1,0.013692598,5,259.7304,2009,1,2,1,3616.6256
7204,14.6,1,0,11,242.3538,2004,2,1,0,5287.7836
7205,11.8,0,0.093655728,13,127.1704,1997,2,0,0,3004.0896
7207,13.65,0,0.184167712,3,213.7902,1997,2,0,0,1274.3412
7211,7.17,0,0.059820884,6,130.3968,1999,1,0,0,3523.4136
7212,10.3,1,0.070149088,4,264.5226,1999,1,0,0,3436.1938
7216,7.855,0,0.161798604,0,37.2848,1999,1,0,0,745.696
7219,9,1,0.032022535,9,101.8016,1997,2,0,0,1720.4272
7222,10.195,0,0.012458143,10,196.311,1997,2,0,0,589.233
7223,15.7,1,0.037201127,14,181.7634,1987,0,2,0,2544.6876
7224,15.7,1,0.045274134,5,177.966,1999,1,0,0,3415.554
7225,8.88,1,0.098603729,9,210.727,2004,2,1,0,4194.54
7226,15.2,1,0.097457483,8,114.4492,2009,1,2,1,579.246
7227,10.195,1,0.051661272,1,33.3558,1997,2,0,0,848.895
7228,6.67,0,0,13,133.0626,1999,1,0,0,1573.9512
7231,8.975,0,0,3,84.9224,2009,1,2,1,1278.336
7232,13.8,1,0.058339153,4,246.2802,2009,1,2,1,1228.401
7233,16.35,1,0.020544065,6,49.9324,2004,2,1,0,259.662
7237,18.85,1,0.036031137,10,60.4562,2004,2,1,0,1125.8678
7239,6.65,1,0.087669485,6,127.2678,1997,2,0,0,2416.1882
7240,7.5,1,0,9,59.2588,1999,1,0,0,916.1408
7241,5.985,1,0.005661669,0,186.5924,1987,0,2,0,2591.2936
7242,6.78,0,0,0,95.012,1999,1,0,0,2050.664
7243,6.195,1,0.07198553,13,122.2098,1997,2,0,0,1205.098
7244,18.6,0,0.17133418,10,48.8376,1987,0,2,0,287.6256
7246,11.8,0,0.170977155,3,117.0834,2009,1,2,1,1842.9344
7247,7.075,1,0.058298384,4,145.8128,1987,0,2,0,1725.7536
7249,17.85,1,0.046824729,10,153.6682,2009,1,2,1,1829.6184
7253,11.65,0,0.075834825,13,82.9908,2004,2,1,0,1258.362
7254,20.7,1,0.170072462,3,183.8266,1999,1,0,0,1844.266
7255,8.77,0,0,6,173.6422,1987,0,2,0,517.3266
7257,13.65,0,0.072912432,5,198.4426,1997,2,0,0,5536.7928
7262,11.1,1,0,13,220.7482,1999,1,0,0,4380.964
7263,18.1,1,0.022434418,6,96.2094,1999,1,0,0,952.094
7264,8.88,1,0.086764795,7,153.8682,2004,2,1,0,1829.6184
7266,9.5,1,0.085437778,7,188.4872,2009,1,2,1,3592.6568
7269,12.15,1,0,11,123.773,1997,2,0,0,3325.671
7270,16.35,1,0.016993204,9,95.741,1997,2,0,0,965.41
7272,12.85,1,0.137441201,13,157.663,1999,1,0,0,2659.871
7275,17.85,1,0.02492239,14,153.4998,2009,1,2,1,2922.1962
7277,5.175,1,0.030349723,8,37.0874,2004,2,1,0,423.4488
7280,14,1,0.02371512,0,103.8332,1987,0,2,0,1743.0644
7281,8.42,1,0.112177581,8,65.9168,1987,0,2,0,958.752
7283,9.395,1,0.159304333,14,226.172,2004,2,1,0,3848.324
7286,6.13,1,0,4,60.1536,1987,0,2,0,1102.5648
7288,20.1,0,0.054816926,6,194.282,2009,1,2,1,1544.656
7290,5.615,1,0.12574524,8,122.473,2004,2,1,0,1354.903
7291,7.52,0,0.044023213,0,183.095,1997,2,0,0,5492.85
7294,17.6,0,0.039214444,13,98.241,2004,2,1,0,1930.82
7296,11.8,1,0.008554052,8,116.9492,1987,0,2,0,1969.4364
7298,20.25,1,0.148302815,8,108.3938,1999,1,0,0,2787.0388
7299,15.85,1,0.081914677,1,177.637,1999,1,0,0,3352.303
7300,17.7,1,0.029914022,13,166.2816,1987,0,2,0,2516.724
7301,6.035,0,0.065771344,0,185.324,2004,2,1,0,3728.48
7303,12.35,1,0.163941937,9,117.0124,1997,2,0,0,1540.6612
7307,11.15,1,0.119930029,4,44.2744,2004,2,1,0,588.5672
7311,13.15,0,0.037952777,13,89.5856,1997,2,0,0,1494.0552
7312,9.195,0,0.064113698,5,86.5566,1999,1,0,0,1183.7924
7314,19.6,1,0.02394662,9,106.9964,2004,2,1,0,1788.3388
7316,20.2,1,0.074177667,9,93.2462,1987,0,2,0,1018.0082
7318,7.75,0,0.083268523,5,32.9558,2009,1,2,1,101.8674
7319,8.575,0,0.071832909,4,194.1794,2004,2,1,0,3316.3498
7320,20.2,0,0,0,197.211,1987,0,2,0,3535.398
7321,19.35,0,0.062625641,0,165.3184,1999,1,0,0,1651.184
7323,7.5,1,0,5,237.7906,2004,2,1,0,1188.453
7326,10.695,0,0.060912865,2,173.8712,2009,1,2,1,4570.0512
7327,5.88,1,0.02488732,9,147.5392,1997,2,0,0,2684.5056
7328,12.6,1,0.024194731,4,36.1874,1997,2,0,0,423.4488
7329,10.695,0,0.01141595,13,74.0038,1987,0,2,0,1034.6532
7330,17.85,1,0.018023997,8,95.9094,1997,2,0,0,2285.0256
7331,19.75,1,0.012499004,6,188.0872,2009,1,2,1,2458.1336
7335,15.1,1,0.055793586,9,139.7496,1987,0,2,0,3952.1888
7336,6.63,0,0.104445322,0,167.25,2009,1,2,1,1830.95
7340,5.98,1,0.04363058,6,148.2418,1999,1,0,0,1618.5598
7341,6.03,1,0,4,175.1028,1999,1,0,0,1593.9252
7342,13.8,0,0.014793124,3,88.5172,2009,1,2,1,2408.8644
7345,16.1,0,0.159728395,5,34.3558,1997,2,0,0,271.6464
7346,20.1,1,0.014925407,8,143.4154,1987,0,2,0,3545.385
7347,9.17,1,0.102893121,0,141.947,1987,0,2,0,4008.116
7348,10.895,1,0.020951848,8,255.3672,1997,2,0,0,767.0016
7349,5.325,0,0,4,55.8298,2004,2,1,0,485.3682
7350,12.85,1,0.108102606,6,233.3642,1987,0,2,0,3950.1914
7354,13.3,1,0.009581155,13,64.951,1997,2,0,0,1644.526
